,id,lon,lat,ID_TRCs,nodes,bearings,incident_segs,bearings_r,cc_ordered_segs,geometry
0,189,-73.85435990091773,45.43688902946002,"1618089,1618048,1618046",1125,"156.4,336.7,79.1","210,295,329","156.4,336.7,79.1","   incid_seg_id_  bearing  bearing_r dual      name
0            210    156.4      156.4  NOT  Sycamore
1            295    336.7      336.7  NOT  Sycamore
2            329     79.1       79.1  NOT     Acres",POINT (-73.85435990091773 45.43688902946002)
0,190,-73.85496242858426,45.43576466260483,"1618088,1618084,1618082",1126,"336.1,78.2,257.9","211,215,365","336.1,78.2,257.9","   incid_seg_id_  bearing  bearing_r dual       name
0            211    336.1      336.1  NOT   Chestnut
1            215     78.2       78.2  NOT  Evergreen
2            365    257.9      257.9  NOT  Evergreen",POINT (-73.85496242858426 45.43576466260483)
0,191,-73.85565752886826,45.43738149365443,"1618088,1618056,1618055",1131,"158.1,80.9,260.5","211,287,288","158.1,80.9,260.5","   incid_seg_id_  bearing  bearing_r dual      name
0            211    158.1      158.1  NOT  Chestnut
1            287     80.9       80.9  NOT     Sumac
2            288    260.5      260.5  NOT     Sumac",POINT (-73.85565752886826 45.43738149365443)
0,192,-73.85639423472621,45.43545197443274,"1618087,1618079,1618075",1138,"156.9,77.4,260.2","212,375,378","156.9,77.4,260.2","   incid_seg_id_  bearing  bearing_r dual       name
0            212    156.9      156.9  NOT    Juniper
1            375     77.4       77.4  NOT  Evergreen
2            378    260.2      260.2  NOT  Evergreen",POINT (-73.85639423472621 45.43545197443274)
0,193,-73.85440419537245,45.435880958462604,"1618086,1618085,1618084",1141,"77.8,157.6,257.9","213,214,215","77.8,157.6,257.9","   incid_seg_id_  bearing  bearing_r dual       name
0            213     77.8       77.8  NOT  Evergreen
1            214    157.6      157.6  NOT   Tamarack
2            215    257.9      257.9  NOT  Evergreen",POINT (-73.85440419537245 45.435880958462604)
0,194,-73.85540111983462,45.435667004823884,"1618083,1618082,1618081",1153,"158.5,77.7,257.6","216,365,366","158.5,77.7,257.6","   incid_seg_id_  bearing  bearing_r dual       name
0            216    158.5      158.5  NOT    Hemlock
1            365     77.7       77.7  NOT  Evergreen
2            366    257.6      257.6  NOT  Evergreen",POINT (-73.85540111983462 45.435667004823884)
0,195,-73.85558754024487,45.446581616244046,"1617870,1617869,1617557",1199,"244.1,133.8,314.0","219,220,406","244.1,133.8,314.0","   incid_seg_id_  bearing  bearing_r dual        name
0            219    244.1      244.1  NOT  Centennial
1            220    133.8      133.8  NOT    Kirkland
2            406    314.0      314.0  NOT    Kirkland",POINT (-73.85558754024487 45.446581616244046)
0,196,-73.86356938992506,45.44390589827697,"1617919,1617918,1617920",1220,"344.1,83.0,164.2","221,222,358","344.1,83.0,164.2","   incid_seg_id_  bearing  bearing_r dual        name
0            221    344.1      344.1  NOT   Tarragone
1            222     83.0       83.0  NOT  Park Ridge
2            358    164.2      164.2  NOT   Tarragone",POINT (-73.86356938992506 45.44390589827697)
0,197,-73.86377784037983,45.44459431825126,"1617919,1617843,1617932",1222,"163.1,80.7,260.7","221,253,325","163.1,80.7,260.7","   incid_seg_id_  bearing  bearing_r dual       name
0            221    163.1      163.1  NOT  Tarragone
1            253     80.7       80.7  NOT   Kirkland
2            325    260.7      260.7  NOT   Kirkland",POINT (-73.86377784037983 45.44459431825126)
0,198,-73.86095574529767,45.44342579022203,"1617918,1617915,1617921",1223,"10.6,190.7,265.0","222,225,357","10.6,190.7,265.0","   incid_seg_id_  bearing  bearing_r dual        name
0            222     10.6       10.6  NOT  Park Ridge
1            225    190.7      190.7  NOT  Park Ridge
2            357    265.0      265.0  NOT   Tarragone",POINT (-73.86095574529767 45.44342579022203)
0,199,-73.86047239714733,45.44247950014857,"1617917,1617916,1617900",1252,"262.5,81.6,162.3","223,224,266","262.5,81.6,162.3","   incid_seg_id_  bearing  bearing_r dual        name
0            223    262.5      262.5  NOT    Kirkland
1            224     81.6       81.6  NOT    Kirkland
2            266    162.3      162.3  NOT  Allancroft",POINT (-73.86047239714733 45.44247950014857)
0,200,-73.86140585631355,45.44220260884461,"1617917,1617923,1617922",1261,"61.5,241.0,319.7","223,335,336","61.5,241.0,319.7","   incid_seg_id_  bearing  bearing_r dual        name
0            223     61.5       61.5  NOT    Kirkland
1            335    241.0      241.0  NOT    Kirkland
2            336    319.7      319.7  NOT  Châtelaine",POINT (-73.86140585631355 45.44220260884461)
0,201,-73.85962205948809,45.442597642760454,"1617916,1617914,1617898",1262,"262.0,165.7,82.1","224,241,268","262.0,165.7,82.1","   incid_seg_id_  bearing  bearing_r dual      name
0            224    262.0      262.0  NOT  Kirkland
1            241    165.7      165.7  NOT  Kirkland
2            268     82.1       82.1  NOT  Kirkland",POINT (-73.85962205948809 45.442597642760454)
0,202,-73.85957689953163,45.44332277632286,"1617915,1617902,1617899",1265,"263.9,341.5,162.2","225,265,267","263.9,341.5,162.2","   incid_seg_id_  bearing  bearing_r dual        name
0            225    263.9      263.9  NOT  Park Ridge
1            265    341.5      341.5  NOT      Beacon
2            267    162.2      162.2  NOT      Beacon",POINT (-73.85957689953163 45.44332277632286)
